ID,Title,Difficulty,Link,Topics,Acceptance Rate (%),Premium Only,Category,Likes,Dislikes,Example Test Cases,Similar Questions
68,Text Justification,Hard,https://leetcode.com/problems/text-justification/,"Array, String, Simulation",48.69,False,Algorithms,4260,5185,,"[{""title"": ""Rearrange Spaces Between Words"", ""titleSlug"": ""rearrange-spaces-between-words"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Divide a String Into Groups of Size k"", ""titleSlug"": ""divide-a-string-into-groups-of-size-k"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Split Message Based on Limit"", ""titleSlug"": ""split-message-based-on-limit"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
489,Robot Room Cleaner,Hard,https://leetcode.com/problems/robot-room-cleaner/,"Backtracking, Interactive",77.6,True,Algorithms,2855,188,,"[{""title"": ""Walls and Gates"", ""titleSlug"": ""walls-and-gates"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Shortest Path in a Hidden Grid"", ""titleSlug"": ""shortest-path-in-a-hidden-grid"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Path Cost in a Hidden Grid"", ""titleSlug"": ""minimum-path-cost-in-a-hidden-grid"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number of Spaces Cleaning Robot Cleaned"", ""titleSlug"": ""number-of-spaces-cleaning-robot-cleaned"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2795,Parallel Execution of Promises for Individual Results Retrieval,Medium,https://leetcode.com/problems/parallel-execution-of-promises-for-individual-results-retrieval/,,90.49,True,JavaScript,14,5,,[]
1761,Minimum Degree of a Connected Trio in a Graph,Hard,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph/,"Graph, Enumeration",43.65,False,Algorithms,342,291,,"[{""title"": ""Add Edges to Make Degrees of All Nodes Even"", ""titleSlug"": ""add-edges-to-make-degrees-of-all-nodes-even"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2791,Count Paths That Can Form a Palindrome in a Tree,Hard,https://leetcode.com/problems/count-paths-that-can-form-a-palindrome-in-a-tree/,"Dynamic Programming, Bit Manipulation, Tree, Depth-First Search, Bitmask",45.82,False,Algorithms,420,12,,"[{""title"": ""Count Valid Paths in a Tree"", ""titleSlug"": ""count-valid-paths-in-a-tree"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1900,The Earliest and Latest Rounds Where Players Compete,Hard,https://leetcode.com/problems/the-earliest-and-latest-rounds-where-players-compete/,"Dynamic Programming, Memoization",73.31,False,Algorithms,504,74,,[]
3614,Process String with Special Operations II,Hard,https://leetcode.com/problems/process-string-with-special-operations-ii/,"String, Simulation",15.74,False,Algorithms,83,8,,[]
332,Reconstruct Itinerary,Hard,https://leetcode.com/problems/reconstruct-itinerary/,"Depth-First Search, Graph, Eulerian Circuit",43.76,False,Algorithms,6188,1913,,"[{""title"": ""Longest Common Subpath"", ""titleSlug"": ""longest-common-subpath"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Valid Arrangement of Pairs"", ""titleSlug"": ""valid-arrangement-of-pairs"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2051,The Category of Each Member in the Store,Medium,https://leetcode.com/problems/the-category-of-each-member-in-the-store/,Database,70.89,True,Database,61,8,,[]
2143,Choose Numbers From Two Arrays in Range,Hard,https://leetcode.com/problems/choose-numbers-from-two-arrays-in-range/,"Array, Dynamic Programming",52.23,True,Algorithms,39,5,,"[{""title"": ""Intersection of Two Arrays"", ""titleSlug"": ""intersection-of-two-arrays"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Intersection of Two Arrays II"", ""titleSlug"": ""intersection-of-two-arrays-ii"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum XOR Sum of Two Arrays"", ""titleSlug"": ""minimum-xor-sum-of-two-arrays"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimize Product Sum of Two Arrays"", ""titleSlug"": ""minimize-product-sum-of-two-arrays"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
317,Shortest Distance from All Buildings,Hard,https://leetcode.com/problems/shortest-distance-from-all-buildings/,"Array, Breadth-First Search, Matrix",44.55,True,Algorithms,1965,339,,"[{""title"": ""Walls and Gates"", ""titleSlug"": ""walls-and-gates"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Best Meeting Point"", ""titleSlug"": ""best-meeting-point"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""As Far from Land as Possible"", ""titleSlug"": ""as-far-from-land-as-possible"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
55,Jump Game,Medium,https://leetcode.com/problems/jump-game/,"Array, Dynamic Programming, Greedy",39.77,False,Algorithms,20910,1415,,"[{""title"": ""Jump Game II"", ""titleSlug"": ""jump-game-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Jump Game III"", ""titleSlug"": ""jump-game-iii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Jump Game VII"", ""titleSlug"": ""jump-game-vii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Jump Game VIII"", ""titleSlug"": ""jump-game-viii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Number of Visited Cells in a Grid"", ""titleSlug"": ""minimum-number-of-visited-cells-in-a-grid"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Largest Element in an Array after Merge Operations"", ""titleSlug"": ""largest-element-in-an-array-after-merge-operations"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1037,Valid Boomerang,Easy,https://leetcode.com/problems/valid-boomerang/,"Array, Math, Geometry",38.3,False,Algorithms,448,538,,[]
3600,Maximize Spanning Tree Stability with Upgrades,Hard,https://leetcode.com/problems/maximize-spanning-tree-stability-with-upgrades/,"Binary Search, Greedy, Union Find, Graph, Minimum Spanning Tree",38.09,False,Algorithms,54,3,,[]
3226,Number of Bit Changes to Make Two Integers Equal,Easy,https://leetcode.com/problems/number-of-bit-changes-to-make-two-integers-equal/,Bit Manipulation,62.83,False,Algorithms,94,7,,[]
1377,Frog Position After T Seconds,Hard,https://leetcode.com/problems/frog-position-after-t-seconds/,"Tree, Depth-First Search, Breadth-First Search, Graph",36.06,False,Algorithms,825,149,,"[{""title"": ""Longest Special Path"", ""titleSlug"": ""longest-special-path"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3425,Longest Special Path,Hard,https://leetcode.com/problems/longest-special-path/,"Array, Hash Table, Tree, Depth-First Search, Prefix Sum",20.32,False,Algorithms,116,16,,"[{""title"": ""Frog Position After T Seconds"", ""titleSlug"": ""frog-position-after-t-seconds"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Longest Special Path II"", ""titleSlug"": ""longest-special-path-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3495,Minimum Operations to Make Array Elements Zero,Hard,https://leetcode.com/problems/minimum-operations-to-make-array-elements-zero/,"Array, Math, Bit Manipulation",32.17,False,Algorithms,47,4,,[]
3542,Minimum Operations to Convert All Elements to Zero,Medium,https://leetcode.com/problems/minimum-operations-to-convert-all-elements-to-zero/,"Array, Hash Table, Stack, Greedy, Monotonic Stack",24.44,False,Algorithms,107,17,,[]
360,Sort Transformed Array,Medium,https://leetcode.com/problems/sort-transformed-array/,"Array, Math, Two Pointers, Sorting",57.22,True,Algorithms,694,217,,"[{""title"": ""Squares of a Sorted Array"", ""titleSlug"": ""squares-of-a-sorted-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum Time to Repair Cars"", ""titleSlug"": ""minimum-time-to-repair-cars"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2196,Create Binary Tree From Descriptions,Medium,https://leetcode.com/problems/create-binary-tree-from-descriptions/,"Array, Hash Table, Tree, Binary Tree",81.64,False,Algorithms,1635,37,,"[{""title"": ""Convert Sorted List to Binary Search Tree"", ""titleSlug"": ""convert-sorted-list-to-binary-search-tree"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number Of Ways To Reconstruct A Tree"", ""titleSlug"": ""number-of-ways-to-reconstruct-a-tree"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3414,Maximum Score of Non-overlapping Intervals,Hard,https://leetcode.com/problems/maximum-score-of-non-overlapping-intervals/,"Array, Binary Search, Dynamic Programming, Sorting",30.51,False,Algorithms,54,7,,"[{""title"": ""Two Best Non-Overlapping Events"", ""titleSlug"": ""two-best-non-overlapping-events"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2764,Is Array a Preorder of Some ‌Binary Tree,Medium,https://leetcode.com/problems/is-array-a-preorder-of-some-binary-tree/,"Stack, Tree, Depth-First Search, Binary Tree",65.93,True,Algorithms,34,5,,[]
1445,Apples & Oranges,Medium,https://leetcode.com/problems/apples-oranges/,Database,86.07,True,Database,247,23,,[]
3372,Maximize the Number of Target Nodes After Connecting Trees I,Medium,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-i/,"Tree, Depth-First Search, Breadth-First Search",69.63,False,Algorithms,432,259,,"[{""title"": ""Find Minimum Diameter After Merging Two Trees"", ""titleSlug"": ""find-minimum-diameter-after-merging-two-trees"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
711,Number of Distinct Islands II,Hard,https://leetcode.com/problems/number-of-distinct-islands-ii/,"Hash Table, Depth-First Search, Breadth-First Search, Union Find, Hash Function",54.93,True,Algorithms,272,284,,"[{""title"": ""Number of Distinct Islands"", ""titleSlug"": ""number-of-distinct-islands"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
15,3Sum,Medium,https://leetcode.com/problems/3sum/,"Array, Two Pointers, Sorting",37.47,False,Algorithms,33665,3150,,"[{""title"": ""Two Sum"", ""titleSlug"": ""two-sum"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""3Sum Closest"", ""titleSlug"": ""3sum-closest"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""4Sum"", ""titleSlug"": ""4sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""3Sum Smaller"", ""titleSlug"": ""3sum-smaller"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Number of Arithmetic Triplets"", ""titleSlug"": ""number-of-arithmetic-triplets"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum Sum of Mountain Triplets I"", ""titleSlug"": ""minimum-sum-of-mountain-triplets-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Minimum Sum of Mountain Triplets II"", ""titleSlug"": ""minimum-sum-of-mountain-triplets-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2061,Number of Spaces Cleaning Robot Cleaned,Medium,https://leetcode.com/problems/number-of-spaces-cleaning-robot-cleaned/,"Array, Matrix, Simulation",62.23,True,Algorithms,127,28,,"[{""title"": ""Robot Room Cleaner"", ""titleSlug"": ""robot-room-cleaner"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2417,Closest Fair Integer,Medium,https://leetcode.com/problems/closest-fair-integer/,"Math, Enumeration",45.1,True,Algorithms,28,12,,[]
2439,Minimize Maximum of Array,Medium,https://leetcode.com/problems/minimize-maximum-of-array/,"Array, Binary Search, Dynamic Programming, Greedy, Prefix Sum",46.4,False,Algorithms,2541,636,,"[{""title"": ""Maximum Candies Allocated to K Children"", ""titleSlug"": ""maximum-candies-allocated-to-k-children"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Speed to Arrive on Time"", ""titleSlug"": ""minimum-speed-to-arrive-on-time"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Time to Complete Trips"", ""titleSlug"": ""minimum-time-to-complete-trips"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
848,Shifting Letters,Medium,https://leetcode.com/problems/shifting-letters/,"Array, String, Prefix Sum",45.73,False,Algorithms,1507,140,,"[{""title"": ""Replace All Digits with Characters"", ""titleSlug"": ""replace-all-digits-with-characters"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Shifting Letters II"", ""titleSlug"": ""shifting-letters-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Lexicographically Smallest String After Substring Operation"", ""titleSlug"": ""lexicographically-smallest-string-after-substring-operation"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Shift Distance Between Two Strings"", ""titleSlug"": ""shift-distance-between-two-strings"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find the K-th Character in String Game I"", ""titleSlug"": ""find-the-k-th-character-in-string-game-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Find the K-th Character in String Game II"", ""titleSlug"": ""find-the-k-th-character-in-string-game-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1542,Find Longest Awesome Substring,Hard,https://leetcode.com/problems/find-longest-awesome-substring/,"Hash Table, String, Bit Manipulation",45.56,False,Algorithms,862,15,,[]
2229,Check if an Array Is Consecutive,Easy,https://leetcode.com/problems/check-if-an-array-is-consecutive/,"Array, Hash Table, Sorting",61.95,True,Algorithms,87,11,,"[{""title"": ""Binary Tree Longest Consecutive Sequence"", ""titleSlug"": ""binary-tree-longest-consecutive-sequence"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Binary Tree Longest Consecutive Sequence II"", ""titleSlug"": ""binary-tree-longest-consecutive-sequence-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Consecutive Characters"", ""titleSlug"": ""consecutive-characters"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
2364,Count Number of Bad Pairs,Medium,https://leetcode.com/problems/count-number-of-bad-pairs/,"Array, Hash Table, Math, Counting",54.31,False,Algorithms,1763,61,,"[{""title"": ""K-diff Pairs in an Array"", ""titleSlug"": ""k-diff-pairs-in-an-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Subarray Sums Divisible by K"", ""titleSlug"": ""subarray-sums-divisible-by-k"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Nice Pairs in an Array"", ""titleSlug"": ""count-nice-pairs-in-an-array"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Count Number of Pairs With Absolute Difference K"", ""titleSlug"": ""count-number-of-pairs-with-absolute-difference-k"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Count Equal and Divisible Pairs in an Array"", ""titleSlug"": ""count-equal-and-divisible-pairs-in-an-array"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Number of Pairs Satisfying Inequality"", ""titleSlug"": ""number-of-pairs-satisfying-inequality"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3391,Design a 3D Binary Matrix with Efficient Layer Tracking,Medium,https://leetcode.com/problems/design-a-3d-binary-matrix-with-efficient-layer-tracking/,"Array, Hash Table, Design, Heap (Priority Queue), Matrix, Ordered Set",67.79,True,Algorithms,6,1,,[]
1724,Checking Existence of Edge Length Limited Paths II,Hard,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii/,"Union Find, Graph, Minimum Spanning Tree",51.61,True,Algorithms,117,10,,"[{""title"": ""Checking Existence of Edge Length Limited Paths"", ""titleSlug"": ""checking-existence-of-edge-length-limited-paths"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Number of Good Paths"", ""titleSlug"": ""number-of-good-paths"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Score of a Path Between Two Cities"", ""titleSlug"": ""minimum-score-of-a-path-between-two-cities"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1933,Check if String Is Decomposable Into Value-Equal Substrings,Easy,https://leetcode.com/problems/check-if-string-is-decomposable-into-value-equal-substrings/,String,50.8,True,Algorithms,61,15,,[]
725,Split Linked List in Parts,Medium,https://leetcode.com/problems/split-linked-list-in-parts/,Linked List,70.28,False,Algorithms,4598,370,,"[{""title"": ""Rotate List"", ""titleSlug"": ""rotate-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Odd Even Linked List"", ""titleSlug"": ""odd-even-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Split a Circular Linked List"", ""titleSlug"": ""split-a-circular-linked-list"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
890,Find and Replace Pattern,Medium,https://leetcode.com/problems/find-and-replace-pattern/,"Array, Hash Table, String",76.87,False,Algorithms,3997,175,,"[{""title"": ""Isomorphic Strings"", ""titleSlug"": ""isomorphic-strings"", ""difficulty"": ""Easy"", ""translatedTitle"": null}, {""title"": ""Word Pattern"", ""titleSlug"": ""word-pattern"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
155,Min Stack,Medium,https://leetcode.com/problems/min-stack/,"Stack, Design",56.79,False,Algorithms,15334,960,,"[{""title"": ""Sliding Window Maximum"", ""titleSlug"": ""sliding-window-maximum"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Max Stack"", ""titleSlug"": ""max-stack"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1697,Checking Existence of Edge Length Limited Paths,Hard,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths/,"Array, Two Pointers, Union Find, Graph, Sorting",62.88,False,Algorithms,2056,48,,"[{""title"": ""Checking Existence of Edge Length Limited Paths II"", ""titleSlug"": ""checking-existence-of-edge-length-limited-paths-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Number of Good Paths"", ""titleSlug"": ""number-of-good-paths"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Minimum Score of a Path Between Two Cities"", ""titleSlug"": ""minimum-score-of-a-path-between-two-cities"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1515,Best Position for a Service Centre,Hard,https://leetcode.com/problems/best-position-for-a-service-centre/,"Array, Math, Geometry, Randomized",34.82,False,Algorithms,242,272,,[]
519,Random Flip Matrix,Medium,https://leetcode.com/problems/random-flip-matrix/,"Hash Table, Math, Reservoir Sampling, Randomized",44.0,False,Algorithms,451,135,,[]
2277,Closest Node to Path in Tree,Hard,https://leetcode.com/problems/closest-node-to-path-in-tree/,"Array, Tree, Depth-First Search, Breadth-First Search",62.15,True,Algorithms,138,3,,"[{""title"": ""Count Number of Possible Root Nodes"", ""titleSlug"": ""count-number-of-possible-root-nodes"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Design Graph With Shortest Path Calculator"", ""titleSlug"": ""design-graph-with-shortest-path-calculator"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1580,Put Boxes Into the Warehouse II,Medium,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/,"Array, Greedy, Sorting",65.52,True,Algorithms,223,12,,"[{""title"": ""Put Boxes Into the Warehouse I"", ""titleSlug"": ""put-boxes-into-the-warehouse-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1062,Longest Repeating Substring,Medium,https://leetcode.com/problems/longest-repeating-substring/,"String, Binary Search, Dynamic Programming, Rolling Hash, Suffix Array, Hash Function",63.21,True,Algorithms,723,75,,[]
3504,Longest Palindrome After Substring Concatenation II,Hard,https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-ii/,"Two Pointers, String, Dynamic Programming",16.16,False,Algorithms,80,4,,"[{""title"": ""Edit Distance"", ""titleSlug"": ""edit-distance"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3430,Maximum and Minimum Sums of at Most Size K Subarrays,Hard,https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subarrays/,"Array, Math, Stack, Monotonic Stack",22.61,False,Algorithms,68,7,,"[{""title"": ""Next Greater Element II"", ""titleSlug"": ""next-greater-element-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1654,Minimum Jumps to Reach Home,Medium,https://leetcode.com/problems/minimum-jumps-to-reach-home/,"Array, Dynamic Programming, Breadth-First Search",30.26,False,Algorithms,1539,284,,"[{""title"": ""Reachable Nodes With Restrictions"", ""titleSlug"": ""reachable-nodes-with-restrictions"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Number of Jumps to Reach the Last Index"", ""titleSlug"": ""maximum-number-of-jumps-to-reach-the-last-index"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
276,Paint Fence,Medium,https://leetcode.com/problems/paint-fence/,Dynamic Programming,47.88,True,Algorithms,1622,395,,"[{""title"": ""House Robber"", ""titleSlug"": ""house-robber"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""House Robber II"", ""titleSlug"": ""house-robber-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Paint House"", ""titleSlug"": ""paint-house"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Paint House II"", ""titleSlug"": ""paint-house-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2909,Minimum Sum of Mountain Triplets II,Medium,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-ii/,Array,53.87,False,Algorithms,235,9,,"[{""title"": ""3Sum"", ""titleSlug"": ""3sum"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Maximum Value of an Ordered Triplet II"", ""titleSlug"": ""maximum-value-of-an-ordered-triplet-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
581,Shortest Unsorted Continuous Subarray,Medium,https://leetcode.com/problems/shortest-unsorted-continuous-subarray/,"Array, Two Pointers, Stack, Greedy, Sorting, Monotonic Stack",37.57,False,Algorithms,7920,272,,"[{""title"": ""Smallest Subarray to Sort in Every Sliding Window"", ""titleSlug"": ""smallest-subarray-to-sort-in-every-sliding-window"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2368,Reachable Nodes With Restrictions,Medium,https://leetcode.com/problems/reachable-nodes-with-restrictions/,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search, Union Find, Graph",59.69,False,Algorithms,758,31,,"[{""title"": ""Open the Lock"", ""titleSlug"": ""open-the-lock"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Minimum Jumps to Reach Home"", ""titleSlug"": ""minimum-jumps-to-reach-home"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1944,Number of Visible People in a Queue,Hard,https://leetcode.com/problems/number-of-visible-people-in-a-queue/,"Array, Stack, Monotonic Stack",71.62,False,Algorithms,2009,61,,"[{""title"": ""Buildings With an Ocean View"", ""titleSlug"": ""buildings-with-an-ocean-view"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sum of Subarray Ranges"", ""titleSlug"": ""sum-of-subarray-ranges"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Sum of Total Strength of Wizards"", ""titleSlug"": ""sum-of-total-strength-of-wizards"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Number of People That Can Be Seen in a Grid"", ""titleSlug"": ""number-of-people-that-can-be-seen-in-a-grid"", ""difficulty"": ""Medium"", ""translatedTitle"": null}, {""title"": ""Find Building Where Alice and Bob Can Meet"", ""titleSlug"": ""find-building-where-alice-and-bob-can-meet"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3096,Minimum Levels to Gain More Points,Medium,https://leetcode.com/problems/minimum-levels-to-gain-more-points/,"Array, Prefix Sum",39.35,False,Algorithms,85,29,,"[{""title"": ""Minimum Rounds to Complete All Tasks"", ""titleSlug"": ""minimum-rounds-to-complete-all-tasks"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
3583,Count Special Triplets,Medium,https://leetcode.com/problems/count-special-triplets/,"Array, Hash Table, Counting",36.88,False,Algorithms,103,5,,[]
1044,Longest Duplicate Substring,Hard,https://leetcode.com/problems/longest-duplicate-substring/,"String, Binary Search, Sliding Window, Rolling Hash, Suffix Array, Hash Function",30.89,False,Algorithms,2301,393,,[]
1255,Maximum Score Words Formed by Letters,Hard,https://leetcode.com/problems/maximum-score-words-formed-by-letters/,"Array, String, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",81.6,False,Algorithms,1818,119,,"[{""title"": ""Maximum Good People Based on Statements"", ""titleSlug"": ""maximum-good-people-based-on-statements"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3219,Minimum Cost for Cutting Cake II,Hard,https://leetcode.com/problems/minimum-cost-for-cutting-cake-ii/,"Array, Greedy, Sorting",54.74,False,Algorithms,116,18,,"[{""title"": ""Minimum Cost for Cutting Cake I"", ""titleSlug"": ""minimum-cost-for-cutting-cake-i"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
1854,Maximum Population Year,Easy,https://leetcode.com/problems/maximum-population-year/,"Array, Counting, Prefix Sum",62.91,False,Algorithms,1466,275,,"[{""title"": ""Shifting Letters II"", ""titleSlug"": ""shifting-letters-ii"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
2798,Number of Employees Who Met the Target,Easy,https://leetcode.com/problems/number-of-employees-who-met-the-target/,Array,87.64,False,Algorithms,563,75,,"[{""title"": ""Minimum Operations to Exceed Threshold Value I"", ""titleSlug"": ""minimum-operations-to-exceed-threshold-value-i"", ""difficulty"": ""Easy"", ""translatedTitle"": null}]"
3197,Find the Minimum Area to Cover All Ones II,Hard,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-ii/,"Array, Matrix, Enumeration",29.13,False,Algorithms,77,9,,"[{""title"": ""Smallest Rectangle Enclosing Black Pixels"", ""titleSlug"": ""smallest-rectangle-enclosing-black-pixels"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
1882,Process Tasks Using Servers,Medium,https://leetcode.com/problems/process-tasks-using-servers/,"Array, Heap (Priority Queue)",41.49,False,Algorithms,989,283,,"[{""title"": ""Parallel Courses III"", ""titleSlug"": ""parallel-courses-iii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
3454,Separate Squares II,Hard,https://leetcode.com/problems/separate-squares-ii/,"Array, Binary Search, Segment Tree, Line Sweep",19.85,False,Algorithms,22,6,,"[{""title"": ""Rectangle Area II"", ""titleSlug"": ""rectangle-area-ii"", ""difficulty"": ""Hard"", ""translatedTitle"": null}]"
2474,Customers With Strictly Increasing Purchases,Hard,https://leetcode.com/problems/customers-with-strictly-increasing-purchases/,Database,48.61,True,Database,44,6,,"[{""title"": ""Report Contiguous Dates"", ""titleSlug"": ""report-contiguous-dates"", ""difficulty"": ""Hard"", ""translatedTitle"": null}, {""title"": ""Find the Start and End Number of Continuous Ranges"", ""titleSlug"": ""find-the-start-and-end-number-of-continuous-ranges"", ""difficulty"": ""Medium"", ""translatedTitle"": null}]"
